State,Rank,Name,City,Zip,URL,Latitude,Longitude,ADMrate,Ownership,Citytype,SAT,AvgCost,Major_agriculture,Major_NatureResource,Major_Architecture,Major_CS,Major_Edu,Major_Engineering,Major_Bio,Major_MathStat,Major_Psychology,Major_SocialScience,Major_Business,Major_History,Earn,CrimeRate,HappyRank,HappyScore,ACT,Enrollment,FBI.TotalCrime,FBI.CrimeRate,Application.Deadline
TN,90,Rhodes College,Memphis,38112-1690,www.rhodes.edu,35.154424,-89.989187,0.5999,Private nonprofit,City,1296,52958,0,1,0,1,0,0,1,1,1,1,1,1,50000,608.4,45,39.96,29,2007,96992,14.74,15-Jan-19
OH,91,Denison University,Granville,43023-0713,www.denison.edu,40.072582,-82.520625,0.5553,Private nonprofit,Suburb,NULL,56520,0,1,0,1,1,0,1,1,1,1,0,1,47100,284.9,39,46.04,NULL,2265,75968,8.96,15-Jan-19
CA,92,Occidental College,Los Angeles,90041-3392,www.oxy.edu,34.126224,-118.210783,0.4204,Private nonprofit,City,1300,63363,0,1,0,1,0,0,1,1,1,1,0,1,44700,396.1,10,59.96,29,2023,237318,5.99,10-Jan-19
KY,93,Centre College,Danville,40422-1394,www.centre.edu,37.645102,-84.779175,0.7157,Private nonprofit,Town,1263,47897,0,1,0,1,1,0,1,1,1,1,0,1,41000,211.6,49,35.08,29,1379,700,4.19,15-Jan-19
VA,94,University of Richmond,Richmond,23173,www.richmond.edu,37.577625,-77.538702,0.318,Private nonprofit,City,1337,57535,0,1,0,1,0,0,1,1,1,1,1,1,62900,196.2,21,56.61,31,3223,19574,8.86,15-Jan-19
MA,95,Mount Holyoke College,South Hadley,01075-1489,www.mtholyoke.edu,42.257588,-72.573625,0.547,Private nonprofit,Suburb,NULL,55454,0,1,1,1,1,0,1,1,1,1,0,1,42400,391.4,16,57.42,NULL,2161,632,3.57,15-Jan-19
DC,96,George Washington University,Washington,20052,www.gwu.edu,38.89865,-77.047871,0.4379,Private nonprofit,City,1297,61394,0,1,0,1,0,1,1,1,1,1,1,1,70000,1244.4,18,57.01,29,10433,76886,11.44,10-Jan-19
MA,97,Babson College,Wellesley,02457-0310,www.babson.edu,42.296529,-71.269479,0.2631,Private nonprofit,Suburb,1272,60494,0,0,0,0,0,0,0,0,0,0,2,0,84900,391.4,16,57.42,28,2107,436,1.47,1-Jan-19
MN,98,St Olaf College,Northfield,55057-1098,wp.stolaf.edu,44.462884,-93.183633,0.5128,Private nonprofit,Town,1292,51860,0,1,0,1,1,0,1,1,1,1,0,1,45100,229.1,2,69.09,29,2990,480,2.35,15-Jan-19
SC,99,Wofford College,Spartanburg,29303-3663,www.wofford.edu,34.957914,-81.934572,0.7739,Private nonprofit,City,1194,49150,0,1,0,1,1,0,1,1,1,1,1,1,50000,497.7,38,47.06,27,1654,5526,14.66,1-Feb-19
SC,100,Furman University,Greenville,29613-6162,www.furman.edu,34.920785,-82.441473,0.6871,Private nonprofit,Suburb,NULL,57276,0,0,0,1,1,1,1,1,1,1,1,1,48100,497.7,38,47.06,NULL,2796,6710,10.65,15-Jan-19
RI,101,Rhode Island School of Design,Providence,02903-2784,www.risd.edu,41.825935,-71.407692,0.3259,Private nonprofit,City,1254,61352,0,0,1,0,0,0,0,0,0,0,0,0,44900,219.2,27,52.37,30,2014,14204,7.91,1-Feb-19
OH,102,Case Western Reserve University,Cleveland,44106,www.case.edu,41.500812,-81.605769,0.3831,Private nonprofit,City,1375,57405,0,1,1,1,1,1,1,1,1,1,1,1,74200,284.9,39,46.04,31,4807,2244,4.99,15-Jan-19
NY,103,Sarah Lawrence College,Bronxville,10708,www.slc.edu,40.934147,-73.84381,0.5314,Private nonprofit,Suburb,NULL,64056,0,0,0,0,0,0,0,0,0,0,0,0,39400,381.8,26,52.54,NULL,1366,5916,2.93,1-Jan-19
RI,104,Providence College,Providence,02918-0001,www.providence.edu,41.844064,-71.43792,0.6306,Private nonprofit,City,NULL,57517,0,0,0,1,1,1,1,1,1,1,1,1,59400,219.2,27,52.37,NULL,3936,14204,7.91,15-Jan-19
CA,105,University of California-Santa Barbara,6160,CA,0.06704616,34.416281,-119.846404,0.3634,Public,Suburb,1253,33826,0,1,0,1,0,1,1,1,1,1,1,1,49600,396.1,10,59.96,29,20237,6160,6.7,30-Nov-18
IN,106,Indiana University-Bloomington,Bloomington,47405-7000,www.iub.edu,39.166383,-86.526904,0.7609,Public,City,1198,23716,0,1,0,1,1,0,1,1,1,1,2,1,48300,365.3,40,45.94,27,32252,5986,7.12,1-May-19
TX,107,Southern Methodist University,Dallas,75275-0221,www.smu.edu,32.845254,-96.784855,0.524,Private nonprofit,Suburb,1316,60938,0,1,0,1,1,1,1,1,1,1,1,1,62600,405.9,29,52.23,30,6340,107658,8.27,15-Mar-19
CA,108,University of California-San Diego,La Jolla,92093,www.ucsd.edu,32.876598,-117.237793,0.3329,Public,City,1313,30092,0,1,0,1,1,1,1,1,1,1,1,1,55200,396.1,10,59.96,30,24801,69480,4.96,30-Nov-18
VA,109,Virginia Polytechnic Institute and State University,Blacksburg,24061-0131,WWW.VT.EDU,37.228572,-80.423229,0.7263,Public,City,1215,26165,1,1,1,1,1,1,1,1,1,1,1,1,55900,196.2,21,56.61,NULL,24191,8306,8.32,15-Jan-19
MN,110,University of Minnesota-Twin Cities,Minneapolis,55455-0213,www1.umn.edu/twincities/index.php,44.977886,-93.235352,0.4535,Public,City,1271,24551,1,1,1,2,2,2,1,1,1,1,2,1,49900,229.1,2,69.09,28,30135,43472,10.51,31-Jan-19
CO,111,University of Colorado Boulder,Boulder,80309-0017,www.colorado.edu,40.004415,-105.267061,0.8416,Public,City,1207,28887,0,1,1,1,1,1,1,1,1,1,1,1,47000,309.1,5,61.59,27,25873,6094,5.7,15-Jan-19
PA,112,Gettysburg College,Gettysburg,17325,WWW.GETTYSBURG.EDU,39.836091,-77.234982,0.4543,Private nonprofit,City,NULL,58320,0,1,0,0,1,0,1,1,1,1,1,1,53200,314.1,34,49.98,NULL,2437,248,3.25,1-Feb-19
NY,113,Bard College,Annandale-On-Hudson,12504-5000,www.bard.edu,42.021803,-73.906243,0.4461,Private nonprofit,Town,NULL,62572,0,0,0,0,0,0,0,0,0,1,1,0,33700,381.8,26,52.54,NULL,2021,1846,6.07,1-Jan-19
CA,114,Pitzer College,Claremont,91711-6101,www.pitzer.edu,34.103408,-117.705939,0.1302,Private nonprofit,Suburb,NULL,61416,0,1,1,1,1,1,1,1,1,1,1,1,39400,396.1,10,59.96,NULL,1076,10598,6.86,1-Jan-19
DC,115,American University,Washington,20016-8001,WWW.AMERICAN.EDU,38.937802,-77.090106,0.4584,Private nonprofit,City,1252,56620,0,1,0,1,1,0,1,1,1,1,1,1,55200,1244.4,18,57.01,28,7094,76886,11.44,15-Jan-19
CA,116,University of California-Davis,Davis,95616-8678,www.ucdavis.edu,38.539895,-121.751958,0.4037,Public,Suburb,1226,32638,1,1,1,1,1,1,1,1,1,1,1,1,53700,396.1,10,59.96,28,27547,3626,5.41,30-Nov-18
NY,117,Hobart William Smith Colleges,Geneva,14456,WWW.HWS.EDU,42.857725,-76.984533,0.4753,Private nonprofit,Town,NULL,59850,0,1,1,1,0,0,1,1,1,1,0,1,49400,381.8,26,52.54,NULL,2344,2244,8.35,1-Feb-19
IN,118,Indiana University-Purdue University-Fort Wayne,Fort Wayne,46805-1499,www.ipfw.edu,41.115418,-85.111747,0.9087,Public,City,1002,18755,0,0,0,2,1,1,1,1,1,1,1,1,34500,365.3,40,45.94,22,9314,17854,6.87,1-Aug-19
PA,119,Muhlenberg College,Allentown,18104,www.muhlenberg.edu,40.597362,-75.508954,0.528,Private nonprofit,City,NULL,55200,0,1,0,1,0,0,1,1,1,1,1,1,51400,314.1,34,49.98,NULL,2332,7446,6.24,15-Feb-19
LA,120,Tulane University of Louisiana,New Orleans,70118-5698,tulane.edu,29.939696,-90.120409,8008,NY,0.081075608,1342,61055,0,1,1,1,1,1,1,1,1,1,1,1,67600,514.7,46,39.03,31,7892,37958,9.65,15-Jan-19
CA,121,Pepperdine University,Malibu,90263,www.pepperdine.edu/,34.041912,-118.707677,0.3546,Private nonprofit,Suburb,1234,61164,0,0,0,1,1,0,1,1,1,1,1,1,67300,396.1,10,59.96,28,3434,770,5.91,5-Jan-19
IN,122,Earlham College,Richmond,47374-4095,www.earlham.edu,39.822278,-84.911464,0.6452,Private nonprofit,Town,NULL,52710,0,1,0,1,0,1,1,1,1,1,1,1,30700,365.3,40,45.94,NULL,942,16828,11.96,15-Feb-19
OH,123,The College of Wooster,Wooster,44691,www.wooster.edu,40.81046,-81.934674,0.5909,Private nonprofit,Town,1229,53500,0,0,0,1,1,0,1,1,1,1,0,1,43300,284.9,39,46.04,28,2029,1714,6.43,15-Feb-19
WI,124,Lawrence University,Appleton,54911,www.lawrence.edu,44.261323,-88.397822,0.7295,Private nonprofit,City,NULL,51897,0,1,0,0,1,0,1,1,1,1,0,1,40500,290.3,15,57.8,NULL,1483,2886,3.88,15-Jan-19
NY,125,Rensselaer Polytechnic Institute,Troy,12180-3590,www.rpi.edu,42.728983,-73.678768,0.375,Private nonprofit,City,1372,61820,0,1,1,1,0,1,1,1,1,1,1,0,71400,381.8,26,52.54,30,5557,8008,8.11,15-Jan-19
IA,126,Drake University,Des Moines,50311-4505,www.drake.edu,41.60381,-93.654062,0.6926,Private nonprofit,City,1239,44261,0,1,0,1,1,0,1,1,1,1,1,1,57200,273.5,7,60.92,28,3290,19884,9.45,1-Dec-18
DE,127,University of Delaware,Newark,19716,www.udel.edu/,39.6795744,-75.7529169,0.6783,Public,Suburb,1194,23357,1,1,1,1,2,2,1,1,1,2,2,2,53100,489.1,19,57.01,27,18222,1432,4.29,15-Jan-19
VT,128,University of Vermont,Burlington,05405-0160,www.uvm.edu,44.479262,-73.198128,0.7344,Public,City,1191,28348,1,1,0,1,1,1,1,1,1,1,1,1,44500,99.3,14,58.01,27,9958,3098,7.35,15-Jan-19
CO,129,University of Denver,Denver,80208,www.du.edu,39.695954,-104.964625,0.7649,Private nonprofit,City,1231,55476,1,1,0,1,0,1,1,1,1,2,2,1,53000,309.1,5,61.59,28,5629,57376,8.41,15-Jan-19
CO,130,Colorado School of Mines,Golden,80401,www.mines.edu,39.75079,-105.227148,0.3647,Public,Suburb,1333,30154,0,0,0,1,0,1,0,1,0,1,0,0,80900,309.1,5,61.59,30,4383,900,4.4,1-Apr-19
NJ,131,Rutgers University-Camden,Camden,8102,www.rutgers.edu,39.948628,-75.125303,0.6038,Public,City,1025,23651,0,0,0,1,0,0,1,1,1,1,1,1,54700,261.2,20,56.82,NULL,4801,3384,5.88,1-Oct-18
TX,132,Texas A & M University-Corpus Christi,Corpus Christi,78412-5503,www.tamucc.edu,27.718601,-97.331933,0.8462,Public,City,970,18745,0,1,0,1,0,1,1,1,1,1,1,1,41500,405.9,29,52.23,21,9074,26664,8.22,1-Jul-19
VT,133,Bennington College,Bennington,05201-6003,www.bennington.edu,42.92004,-73.237498,0.6721,Private nonprofit,Town,NULL,61920,0,1,1,1,1,0,1,1,1,1,0,1,30900,99.3,14,58.01,NULL,631,748,4.87,3-Jan-19
NY,134,Syracuse University,Syracuse,13244,syr.edu/,43.040005,-76.136633,0.5323,Private nonprofit,City,1184,57450,0,0,1,1,1,1,1,1,1,1,1,1,55000,381.8,26,52.54,27,14768,12458,8.65,1-Jan-19
NY,135,Fordham University,Bronx,10458,www.fordham.edu,40.861183,-73.889578,0.4812,Private nonprofit,City,1254,59105,0,0,0,1,1,1,1,1,1,1,1,1,53400,381.8,26,52.54,28,8485,359896,4.21,1-Jan-19
WI,136,Beloit College,Beloit,53511-5595,www.beloit.edu,42.50363,-89.03147,0.6931,Private nonprofit,City,NULL,50378,0,1,0,1,1,1,1,1,1,1,1,1,39100,290.3,15,57.8,NULL,1225,2597,7.05,1-Dec-18
CT,137,University of Connecticut,Storrs,6269,uconn.edu/,41.806261,-72.247969,0.4996,Public,Suburb,1246,26966,1,1,1,1,1,1,1,1,1,1,1,1,55200,236.9,17,57.04,28,18016,186,1.5,15-Jan-19
OR,138,Willamette University,Salem,97301,www.willamette.edu,44.935743,-123.030727,0.8131,Private nonprofit,City,1209,54536,0,1,0,1,0,0,1,1,1,1,0,1,44400,232.3,32,51.4,27,2009,14408,8.82,15-Jan-19
MI,139,Michigan State University,East Lansing,48824-1046,www.msu.edu,42.73212,-84.476111,0.6609,Public,City,1158,24323,1,1,1,1,1,1,1,1,1,1,1,1,51700,427.3,43,44.17,26,38395,1644,3.38,15-Jan-19
CA,140,Loyola Marymount University,Los Angeles,90045-2659,www.lmu.edu,33.970633,-118.415655,0.5271,Private nonprofit,City,1218,57016,0,1,0,1,0,1,1,1,1,1,1,1,59700,396.1,10,59.96,28,6064,237318,5.99,15-Jan-19
MA,141,Hampshire College,Amherst,01002-5001,www.hampshire.edu,42.324772,-72.532401,0.6664,Private nonprofit,Suburb,NULL,60048,1,1,1,1,1,0,1,1,1,1,1,1,29600,391.4,16,57.42,NULL,1358,668,1.67,1-Jan-19
IN,142,Wabash College,Crawfordsville,47933-0352,www.wabash.edu,40.037799,-86.905809,0.6998,Private nonprofit,Town,1128,46660,0,0,0,0,0,0,1,1,1,1,0,1,51300,365.3,40,45.94,25,923,7564,10.64,15-Jan-19
NY,143,St Lawrence University,Canton,13617,www.stlawu.edu,44.589879,-75.161343,0.4764,Private nonprofit,Town,NULL,59550,0,1,0,1,0,0,1,1,1,1,1,1,47800,381.8,26,52.54,NULL,2282,68,1.02,1-Feb-19
ME,144,College of the Atlantic,Bar Harbor,4609,www.coa.edu,44.399584,-68.228849,0.711,Private nonprofit,Town,NULL,49890,0,0,0,0,0,0,0,0,0,0,0,0,22400,127.8,33,51.32,NULL,365,174,3.27,15-Feb-19
MI,145,Hope College,Holland,49422-9000,www.hope.edu,42.788052,-86.105376,0.7741,Private nonprofit,City,1185,39856,0,0,0,1,1,1,1,1,1,1,1,1,41900,427.3,43,44.17,26,3312,1994,5.9,2-Nov-18
OR,146,Lewis & Clark College,Portland,97219-7899,www.lclark.edu/,45.450547,-122.672478,0.6662,Private nonprofit,City,NULL,55517,0,1,0,1,0,0,1,1,1,1,0,1,42300,232.3,32,51.4,NULL,2039,14408,8.82,1-Mar-19
WI,147,Marquette University,Milwaukee,53233,www.marquette.edu,43.03903,-87.927961,0.6671,Private nonprofit,City,1220,48364,0,0,0,1,1,1,1,1,1,1,1,1,59500,290.3,15,57.8,27,8212,70370,11.72,1-Dec-18
CA,148,Westmont College,Santa Barbara,93108-1089,www.westmont.edu,34.449265,-119.661932,0.7936,Private nonprofit,Suburb,1175,53670,0,0,0,1,0,1,1,1,1,1,1,1,43600,396.1,10,59.96,26,1297,6160,6.7,15-Aug-19
UT,149,University of Utah,Salt Lake City,84112-9008,www.utah.edu,40.762484,-111.846044,0.8142,Public,City,1131,18931,0,1,1,1,1,1,1,1,1,1,1,1,51800,215.6,1,71.02,25,22804,39112,20.37,1-Apr-19
AZ,150,Arizona State University-Tempe,Tempe,85287,www.asu.edu/,33.422247,-111.934629,0.8433,Public,City,1145,22312,0,1,1,1,1,1,1,1,1,2,1,1,46600,399.9,31,51.51,25,39316,16726,9.53,1-Feb-19
AR,151,Hendrix College,Conway,72032-3080,www.hendrix.edu,35.09972,-92.442021,0.8282,Private nonprofit,City,1244,52536,0,1,0,1,0,0,1,1,1,1,1,1,36500,480.1,47,38.22,28,1322,6726,10.23,1-Jun-19
CA,152,University of California-Irvine,Irvine,92697,www.uci.edu/,33.648434,-117.841248,0.3742,Public,City,1168,29759,0,1,1,1,1,1,1,1,1,1,1,1,51500,396.1,10,59.96,26,24474,8024,3.11,30-Nov-18
VA,153,Virginia Military Institute,Lexington,24450-0304,www.vmi.edu,37.790644,-79.435737,0.444,Public,Town,1162,25642,0,0,0,1,0,1,1,1,1,1,0,1,53900,196.2,21,56.61,26,1700,136,1.85,1-Feb-19
PA,154,Pennsylvania State University-Dickinson Law,Carlisle,17013-2861,law.psu.edu/,40.199443,-77.197794,NULL,Public,City,NULL,NA,0,0,0,0,0,0,0,0,0,0,0,0,47600,314.1,34,49.98,NULL,NULL,1130,5.96,31-Jan-19
CT,155,Fairfield University,Fairfield,06824-5195,fairfield.edu/,41.160732,-73.25778,0.7153,Private nonprofit,Suburb,NULL,57966,0,0,0,1,1,1,1,1,1,1,1,1,64600,236.9,17,57.04,NULL,3841,1932,3.13,15-Jan-19
MA,156,Worcester Polytechnic Institute,Worcester,01609-2280,www.wpi.edu,42.275067,-71.808792,0.4378,Private nonprofit,City,NULL,57637,0,0,0,1,0,1,1,1,1,1,1,0,72900,391.4,16,57.42,NULL,4123,14004,7.64,1-Feb-19
CA,157,California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,calpoly.edu,35.29889,-120.65856,0.3089,Public,Suburb,1234,24218,1,1,1,1,1,1,1,1,1,1,1,1,59900,396.1,10,59.96,28,19177,4074,8.65,30-Nov-18
SC,158,Clemson University,Clemson,29634,www.clemson.edu,34.677329,-82.834463,0.5152,Public,Suburb,1261,26065,1,1,1,1,1,2,1,1,1,1,1,1,48700,497.7,38,47.06,29,17083,1002,6.52,1-May-19
NC,159,Elon University,Elon,27244-2010,www.elon.edu,36.104149,-79.505632,0.5393,Private nonprofit,Suburb,1225,43388,0,1,0,1,1,1,1,1,1,1,1,1,47500,329.5,30,52.16,27,5782,4497,8.65,10-Jan-19
LA,160,Louisiana State University Health Sciences Center-New Orleans,New Orleans,70112-2223,www.lsuhsc.edu,29.957272,-90.083145,NULL,Public,City,NULL,NA,0,0,0,0,0,0,0,0,0,0,0,0,83000,514.7,46,39.03,NULL,911,37958,9.65,30-Nov-18
PA,161,Juniata College,Huntingdon,16652-2196,www.juniata.edu,40.499511,-78.015204,0.7417,Private nonprofit,Town,NULL,49098,0,1,0,1,1,1,1,1,1,1,1,1,47300,314.1,34,49.98,NULL,1517,178,2.53,15-Mar-19
MN,162,Gustavus Adolphus College,Saint Peter,56082-1498,WWW.GUSTAVUS.EDU,44.324968,-93.971928,0.6107,Private nonprofit,Town,NULL,50008,0,1,0,1,1,0,1,1,1,1,1,1,47600,229.1,2,69.09,NULL,2455,388,3.33,1-Apr-19
VA,163,James Madison University,Harrisonburg,22807,www.jmu.edu/,38.435332,-78.871663,0.6573,Public,City,1153,22601,0,0,0,1,0,1,1,1,1,1,1,1,53100,196.2,21,56.61,26,18697,2714,5.1,15-Jan-19
PA,164,Ursinus College,Collegeville,19426-1000,www.ursinus.edu,40.19405,-75.455654,0.8316,Private nonprofit,Suburb,NULL,58610,0,1,0,1,0,1,1,1,1,1,1,1,51300,314.1,34,49.98,NULL,1656,144,2.68,15-Feb-19
FL,165,Florida State University,Tallahassee,32306-1037,www.fsu.edu,30.4421,-84.294801,0.5539,Public,City,1228,21408,0,1,0,1,1,1,1,1,1,1,1,1,44700,540.5,35,49.14,28,32432,23354,12.31,15-Jan-19
MA,166,Bentley University,Waltham,02452-4705,www.bentley.edu,42.388798,-71.220148,0.4611,Private nonprofit,City,1247,56768,0,0,0,1,0,0,0,1,0,0,1,1,75600,391.4,16,57.42,28,4190,1648,2.59,7-Jan-19
NJ,167,Ramapo College of New Jersey,Mahwah,07430-1680,www.ramapo.edu,41.007523,-74.116384,0.5332,Public,Suburb,1082,27561,0,1,0,1,0,0,1,1,1,1,1,1,48200,261.2,20,56.82,23,5447,9676,6.6,1-Mar-19
WA,168,Gonzaga University,Spokane,99258-0001,www.gonzaga.edu,47.668144,-117.403062,0.6751,Private nonprofit,City,1207,48357,0,1,0,1,1,1,1,1,1,1,1,1,52200,285.2,12,59.26,27,4754,34045,16.01,1-Feb-19
OR,169,University of Portland,Portland,97203-5798,www.up.edu,45.571807,-122.726859,0.6293,Private nonprofit,City,1195,51947,0,1,0,1,1,1,1,1,1,1,1,1,53800,232.3,32,51.4,NULL,3648,14408,8.82,1-Feb-19
IN,170,Rose-Hulman Institute of Technology,Terre Haute,47803-3920,www.rose-hulman.edu,39.480946,-87.32357,0.5879,Private nonprofit,City,1308,57138,0,0,0,1,0,1,1,1,0,1,0,0,73500,365.3,40,45.94,30,2208,6016,9.86,1-Mar-19
IA,171,University of Iowa,Iowa City,52242-1316,www.uiowa.edu,41.660695,-91.535698,0.8095,Public,City,1164,20691,0,1,0,1,1,1,1,1,1,1,2,1,51500,273.5,7,60.92,26,21486,4234,5.66,1-Apr-19
TX,172,Baylor University,Waco,76798,www.baylor.edu,31.545956,-97.119359,0.5536,Private nonprofit,City,1227,53797,0,1,0,1,1,1,1,1,1,1,1,1,48000,405.9,29,52.23,27,13801,11216,8.53,1-Feb-19
MA,173,Emerson College,Boston,02116-4624,www.emerson.edu,42.35532,-71.074037,0.4918,Private nonprofit,City,1244,53499,0,0,0,0,1,0,0,0,0,0,1,0,41800,391.4,16,57.42,28,3757,40220,6.05,5-Jan-19
MI,174,Calvin College,Grand Rapids,49546,www.calvin.edu,42.929916,-85.587548,0.7314,Private nonprofit,City,1182,40694,0,1,0,1,1,1,1,1,1,1,1,1,40900,427.3,43,44.17,26,3825,12048,6.17,15-Aug-19
NC,175,North Carolina State University at Raleigh,Raleigh,27695-7001,www.ncsu.edu,35.785111,-78.674517,0.516,Public,City,1253,22046,1,1,1,1,1,1,1,1,1,1,1,1,49200,329.5,30,52.16,28,22925,3956,2.47,1-Feb-19
IL,176,Knox College,Galesburg,61401-9999,https://www.knox.edu,40.941829,-90.370316,0.6824,Private nonprofit,Town,NULL,49190,0,1,0,1,1,0,1,1,1,1,0,1,35600,370,25,52.6,NULL,1376,2042,6.48,1-Feb-19
WA,177,University of Puget Sound,Tacoma,98416,www.pugetsound.edu,47.263651,-122.479714,0.7929,Private nonprofit,City,1230,55948,0,0,0,1,1,0,1,1,1,1,1,1,46400,285.2,12,59.26,28,2550,29518,14.27,15-Jan-19
MD,178,Loyola University Maryland,Baltimore,21210-2699,www.loyola.edu,39.346044,-76.623417,0.5963,Private nonprofit,City,NULL,57775,0,0,0,1,1,1,1,1,1,1,1,1,61700,446.1,23,55.14,NULL,4062,80966,13.03,15-Jan-19
CA,179,University of Redlands,Redlands,92373-0999,www.redlands.edu,34.063571,-117.163847,0.7309,Private nonprofit,City,1110,57347,0,1,0,1,1,0,1,1,1,1,1,1,47900,396.1,10,59.96,25,3710,6846,9.63,1-Apr-19
NY,180,Yeshiva University,New York,10033-3299,www.yu.edu,40.8508,-73.928541,0.818,Private nonprofit,City,1221,55075,0,0,0,1,1,0,1,1,1,1,1,1,65500,381.8,26,52.54,26,2814,359896,4.21,15-Feb-19
