State,Rank,Name,City,Zip,URL,Latitude,Longitude,ADMrate,Ownership,Citytype,SAT,AvgCost,Major_agriculture,Major_NatureResource,Major_Architecture,Major_CS,Major_Edu,Major_Engineering,Major_Bio,Major_MathStat,Major_Psychology,Major_SocialScience,Major_Business,Major_History,Earn,CrimeRate,HappyRank,HappyScore,ACT,Enrollment,FBI.TotalCrime,FBI.CrimeRate,Application.Deadline
AL,181,Auburn University,Auburn,36849,www.auburn.edu,32.604685,-85.482782,0.8347,Public,City,1215,25282,1,1,1,1,1,1,1,1,1,1,2,1,46800,427.4,50,34.15,27,20514,3510,5.66,1-Nov-18
AL,182,Samford University,Birmingham,35229-2240,www.samford.edu,33.464578,-86.790932,0.5954,Private nonprofit,Suburb,1165,40900,0,1,0,1,1,1,1,1,1,1,1,1,49200,427.4,50,34.15,26,3033,34412,16.21,1-May-19
VT,183,Saint Michael's College,Colchester,5439,www.smcvt.edu,44.494212,-73.163136,0.8046,Private nonprofit,Suburb,NULL,50806,0,1,0,1,1,1,1,1,1,1,1,1,45800,99.3,14,58.01,NULL,2038,596,3.42,1-Feb-19
OK,184,University of Oklahoma-Health Sciences Center,Oklahoma City,73104-5499,ouhsc.edu,35.47928,-97.496289,NULL,Public,City,NULL,NA,0,0,0,0,0,0,0,0,0,0,0,0,52000,406,44,41.36,NULL,828,59552,9.44,30-Jun-19
CA,185,University of California-Santa Cruz,Santa Cruz,95064-1011,www.ucsc.edu/,36.997258,-122.067993,0.5572,Public,City,1149,33036,1,1,0,1,1,1,1,1,1,1,1,1,42400,396.1,10,59.96,26,16277,8120,12.67,30-Nov-18
NH,186,University of New Hampshire-School of Law,Concord,03301-4197,law.unh.edu,43.207371,-71.545152,NULL,Public,Town,NULL,NA,0,0,0,0,0,0,0,0,0,0,0,0,97700,196.1,11,59.5,NULL,NULL,1962,4.63,15-Mar-19
NC,187,University of North Carolina at Asheville,Asheville,28804-8510,www.unca.edu,35.616618,-82.565259,0.7314,Public,City,1191,18574,0,1,0,1,0,1,1,1,1,1,1,1,32200,329.5,30,52.16,26,3425,9619,10.81,15-Feb-19
OH,188,University of Dayton,Dayton,45469,https://www.udayton.edu,39.73686,-84.173662,0.5901,Private nonprofit,City,1194,49540,0,0,0,1,2,1,1,1,1,1,1,1,50200,284.9,39,46.04,27,8305,16828,11.96,1-Mar-19
PA,189,University of Pittsburgh-Bradford,Bradford,16701,www.upb.pitt.edu/,41.944173,-78.673039,0.6542,Public,Town,985,24809,0,0,0,1,1,1,1,1,1,1,1,0,51500,314.1,34,49.98,22,1466,680,8,15-Feb-19
MA,190,University of Massachusetts-Amherst,Amherst,1003,www.umass.edu,42.386162,-72.52617,0.6139,Public,Suburb,1217,26207,1,1,1,1,1,1,1,1,1,1,2,1,46600,391.4,16,57.42,27,21864,668,1.67,15-Jan-19
MD,191,St Mary's College of Maryland,St. Mary's City,20686-3001,www.smcm.edu,38.188615,-76.425706,0.7887,Public,Suburb,1188,29172,0,0,0,1,0,0,1,1,1,1,0,1,45200,446.1,23,55.14,26,1668,302,9.07,1-Jan-19
FL,192,New College of Florida,Sarasota,34243-2109,www.ncf.edu,27.384925,-82.55858,0.5987,Public,City,1274,19858,0,0,0,0,0,0,0,0,0,0,0,0,PrivacySuppressed,540.5,35,49.14,28,834,5366,9.8,15-Apr-19
OK,193,University of Tulsa,Tulsa,74104-3189,www.utulsa.edu,36.151887,-95.945175,0.4026,Private nonprofit,City,1296,49323,0,1,0,1,1,1,1,1,1,1,1,1,50000,406,44,41.36,29,3441,49040,12.21,1-Nov-18
TX,194,Texas Christian University,Fort Worth,76129,www.tcu.edu/,32.709568,-97.361537,0.4887,Private nonprofit,City,1207,50440,1,1,0,1,1,1,1,1,1,1,1,1,51700,405.9,29,52.23,27,8600,68222,8.22,15-Feb-19
CA,195,University of San Diego,San Diego,92110-2492,www.sandiego.edu,32.77142,-117.188721,0.4625,Private nonprofit,City,1243,57593,0,1,1,1,0,1,1,1,1,1,1,1,60400,396.1,10,59.96,28,5656,69480,4.96,15-Dec-18
MA,196,Stonehill College,Easton,02357-6110,www.stonehill.edu,42.061448,-71.078123,0.7696,Private nonprofit,Suburb,NULL,51977,0,1,0,1,1,0,1,1,1,1,1,1,54800,391.4,16,57.42,NULL,2274,452,1.88,15-Jan-19
ID,197,The College of Idaho,Caldwell,83605-4432,www.collegeofidaho.edu,43.652653,-116.676838,0.929,Private nonprofit,Suburb,1076,35456,0,1,0,0,1,1,1,1,1,1,1,1,36300,212.2,6,60.93,24,1113,2050,4,15-Jul-19
NE,198,Creighton University,Omaha,68178,www.creighton.edu,41.265325,-95.947029,0.7267,Private nonprofit,City,1200,47780,0,1,0,1,1,0,1,1,1,1,2,1,59700,280.4,8,60.65,27,3977,37180,8.22,15-Feb-19
MA,199,Northeastern University,Boston,02115-5005,www.northeastern.edu,42.339992,-71.088782,0.3222,Private nonprofit,City,1420,57981,0,1,1,1,0,1,1,1,1,1,1,1,61900,391.4,16,57.42,32,13492,40220,6.05,1-Jan-19
MS,200,University of Mississippi,University,38677-1848,www.olemiss.edu,34.362144,-89.539377,0.8122,Public,Town,1098,22444,0,0,0,1,1,1,2,1,1,1,2,1,48000,278.5,48,36.05,24,17809,1005,4.46,1-Jun-19
NH,201,Saint Anselm College,Manchester,03102-1310,www.anselm.edu,42.985066,-71.508177,0.7609,Private nonprofit,Suburb,NULL,49836,0,1,0,1,1,1,1,1,1,1,1,1,52300,196.1,11,59.5,NULL,1950,9624,8.7,1-Dec-18
MO,202,Saint Louis University,Saint Louis,63103-2097,www.slu.edu,38.636516,-90.23343,0.6108,Private nonprofit,City,1239,52310,0,1,0,1,1,1,1,1,1,1,2,1,53700,442.9,42,44.58,28,7822,51580,16.27,1-Dec-18
OR,203,University of Oregon,Eugene,97403,www.uoregon.edu,44.044515,-123.07398,0.749,Public,City,1116,23055,0,1,1,1,1,0,1,1,1,1,1,1,42300,232.3,32,51.4,25,20252,13544,8.38,15-Jan-19
AZ,204,University of Arizona,Tucson,85721-0066,www.arizona.edu,32.232071,-110.950769,0.7462,Public,City,NULL,24617,1,1,1,1,1,1,1,1,1,1,1,1,46200,399.9,31,51.51,NULL,32646,77314,14.6,1-May-19
VA,205,Hampden-Sydney College,Hampden-Sydney,23943-0128,www.hsc.edu,37.242482,-78.461371,0.4727,Private nonprofit,Rural,1098,52016,0,0,0,1,0,0,1,1,1,1,1,1,45700,196.2,21,56.61,24,1105,566,6.88,1-Mar-19
NY,206,Clarkson University,Potsdam,13699,www.clarkson.edu,44.663761,-74.999947,0.6214,Private nonprofit,Town,1195,57221,0,1,0,1,0,1,1,1,1,1,1,1,61900,381.8,26,52.54,27,3130,296,3.06,15-Jan-19
IA,207,Luther College,Decorah,52101-1045,www.luther.edu,43.313584,-91.803971,0.7116,Private nonprofit,Town,1157,48419,0,1,0,1,1,0,1,1,1,1,1,1,44000,273.5,7,60.92,26,2326,258,3.26,15-Jan-19
IN,208,Butler University,Indianapolis,46208,www.butler.edu,39.840662,-86.171791,0.6846,Private nonprofit,City,1205,48784,0,0,0,1,1,0,1,1,1,1,1,1,61100,365.3,40,45.94,27,4013,105002,12.16,1-Feb-19
NY,209,United States Merchant Marine Academy,Kings Point,11024-1699,WWW.USMMA.EDU,40.812154,-73.762534,NULL,Public,Suburb,NULL,8988,0,0,0,0,0,1,0,0,0,0,0,0,90200,381.8,26,52.54,NULL,939,34,0.66,1-Feb-19
NY,210,CUNY City College,New York,10031,www.ccny.cuny.edu,40.819794,-73.95055,0.3806,Public,City,1130,14824,0,1,1,1,1,1,1,1,1,1,1,1,42200,381.8,26,52.54,NULL,12175,359896,4.21,1-Feb-19
KY,211,Transylvania University,Lexington,40508-1797,www.transy.edu,38.053236,-84.493883,0.8262,Private nonprofit,City,1230,43304,0,0,0,1,1,0,1,1,1,1,1,1,39000,211.6,49,35.08,28,1014,26898,8.56,1-Feb-19
CA,212,University of San Francisco,San Francisco,94117-1080,https://www.usfca.edu,37.775564,-122.450977,0.6005,Private nonprofit,City,1152,58039,0,1,1,1,0,0,1,1,1,2,1,1,62200,396.1,10,59.96,26,6745,119458,13.83,15-Jan-19
CA,213,Saint Mary's College of California,Moraga,94575,www.stmarys-ca.edu,37.83997,-122.106795,0.7595,Private nonprofit,Rural,1109,58362,0,1,0,0,0,1,1,1,1,1,1,1,52200,396.1,10,59.96,25,2949,418,2.42,15-Feb-19
NY,214,Manhattan College,Riverdale,10471-4098,www.manhattan.edu,40.889756,-73.901893,0.6654,Private nonprofit,City,1097,48454,0,0,0,1,1,1,1,1,1,1,1,1,57800,381.8,26,52.54,25,3471,359896,4.21,15-Apr-19
IL,215,Illinois Wesleyan University,Bloomington,61702-2900,www.iwu.edu,40.491522,-88.990622,0.6043,Private nonprofit,City,1249,50324,0,1,0,1,1,0,1,1,1,1,1,1,54900,370,25,52.6,28,1883,3530,4.46,15-Nov-18
DC,216,Catholic University of America,Washington,20064,www.cua.edu,38.935796,-76.998961,0.7391,Private nonprofit,City,1130,55995,0,0,1,1,1,1,1,1,1,1,1,1,51100,1244.4,18,57.01,25,3529,76886,11.44,15-Feb-19
VA,217,George Mason University,Fairfax,22030-4444,www.gmu.edu,38.83088,-77.30794,0.6665,Public,Suburb,1152,23212,0,1,0,2,1,1,1,1,1,1,1,1,55400,196.2,21,56.61,26,21678,6332,4.15,15-Jan-19
NE,218,University of Nebraska-Lincoln,Lincoln,68588,www.unl.edu/,40.822272,-96.702177,0.6989,Public,City,1146,21286,2,1,1,1,1,1,1,1,1,1,1,1,44300,280.4,8,60.65,25,19979,19923,7.2,1-May-19
NY,219,Ithaca College,Ithaca,14850-7002,www.ithaca.edu,42.42264,-76.495057,0.5911,Private nonprofit,Suburb,NULL,55515,0,1,1,1,1,0,1,1,1,1,1,1,46900,381.8,26,52.54,NULL,6087,4804,10.43,1-Feb-19
WY,220,University of Wyoming,Laramie,82071,www.uwyo.edu,41.311943,-105.57204,0.9766,Public,Town,1118,18145,1,1,0,1,1,1,1,1,1,1,1,1,47000,195.5,13,59.24,25,9910,1138,3.52,10-Aug-19
CA,221,San Diego State University,San Diego,92182,www.sdsu.edu,32.77525,-117.071228,0.3448,Public,City,1115,20631,0,1,0,1,1,1,1,1,1,1,1,1,46400,396.1,10,59.96,25,27824,69480,4.96,30-Nov-18
PA,222,University of Scranton,Scranton,18510-4629,www.scranton.edu,41.40715,-75.658031,0.7726,Private nonprofit,City,1125,53567,0,1,0,1,1,1,1,1,1,1,1,1,52000,314.1,34,49.98,25,3909,4586,6.11,1-Mar-19
MO,223,Truman State University,Kirksville,63501-4221,www.truman.edu,40.188238,-92.580531,0.7448,Public,Town,1226,19368,1,0,0,1,0,0,1,1,1,1,1,1,40900,442.9,42,44.58,27,5394,872,4.94,15-Mar-19
OH,224,Wittenberg University,Springfield,45504,www.wittenberg.edu,39.937463,-83.814082,0.9138,Private nonprofit,City,NULL,50115,0,1,0,1,1,0,1,1,1,1,1,1,40600,284.9,39,46.04,NULL,1896,8108,13.56,1-Dec-18
IN,225,Hanover College,Hanover,47243,www.hanover.edu,38.712488,-85.461086,0.6447,Private nonprofit,Town,1101,43582,0,1,0,1,1,0,1,1,1,1,0,1,40500,365.3,40,45.94,26,1136,834,4.27,1-Mar-19
NJ,226,Stevens Institute of Technology,Hoboken,07030-5991,www.stevens.edu,40.744776,-74.025334,0.4378,Private nonprofit,Suburb,1346,59384,0,0,0,1,0,1,1,1,0,1,1,0,73900,261.2,20,56.82,31,2842,2104,3.89,1-Feb-19
MA,227,Springfield College,Springfield,01109-3797,www.springfield.edu/,42.105033,-72.555688,0.7087,Private nonprofit,City,1025,45887,0,0,0,1,1,0,1,1,1,1,1,1,42900,391.4,16,57.42,20,2136,13644,8.85,1-Aug-19
CA,228,Thomas Aquinas College,Santa Paula,93060,www.thomasaquinas.edu,34.429009,-119.087141,0.827,Private nonprofit,Rural,1261,35716,0,0,0,0,0,0,0,0,0,0,0,0,32800,396.1,10,59.96,28,378,1004,3.27,1-Aug-19
AL,229,University of Alabama at Birmingham,Birmingham,35294-0110,www.uab.edu,33.50223,-86.80917,0.8569,Public,City,1107,20621,0,0,0,1,1,1,1,1,1,1,2,1,42000,427.4,50,34.15,24,11383,34412,16.21,1-Jun-19
KS,230,University of Kansas,Lawrence,66045,www.ku.edu,38.958551,-95.247618,0.9142,Public,City,1145,23049,0,1,1,1,1,1,1,1,1,1,1,1,48900,348.6,24,54.55,25,18802,16434,10.93,1-Feb-19
WA,231,Whitworth University,Spokane,99251,www.whitworth.edu,47.753699,-117.418078,0.7476,Private nonprofit,Suburb,NULL,47538,0,0,0,1,1,0,1,1,1,1,1,1,39400,285.2,12,59.26,NULL,2340,34045,16.01,1-Mar-19
IA,232,Iowa State University,Ames,50011-2030,www.iastate.edu,42.026368,-93.648353,0.8691,Public,City,1145,18828,1,1,1,1,1,1,1,1,1,1,1,1,47600,273.5,7,60.92,25,28336,2646,4.11,1-Jul-19
IL,233,Bradley University,Peoria,61625-0001,www.bradley.edu,40.697605,-89.61462,0.643,Private nonprofit,City,1162,42090,0,1,0,1,1,1,1,1,1,1,1,1,48900,370,25,52.6,26,4585,10440,8.99,1-Feb-19
IN,234,Valparaiso University,Valparaiso,46383,www.valpo.edu,41.463176,-87.045853,0.8236,Private nonprofit,Suburb,1155,44674,0,1,0,1,1,1,1,1,1,1,1,1,45100,365.3,40,45.94,26,3210,1133,3.48,1-Dec-18
WA,235,Seattle University,Seattle,98122-4340,www.seattleu.edu,47.610138,-122.3197,0.7335,Private nonprofit,City,1183,52458,0,1,0,1,1,1,1,1,1,1,1,1,52700,285.2,12,59.26,27,4415,83694,12.24,1-Mar-19
MI,236,Albion College,Albion,49224,www.albion.edu,42.244603,-84.746088,0.6079,Private nonprofit,Town,1125,48073,0,0,0,0,1,0,1,1,1,1,1,1,44200,427.3,43,44.17,25,1249,612,7.48,1-Feb-19
TX,237,Southwestern University,Georgetown,78626,www.southwestern.edu,30.635194,-97.664637,0.4852,Private nonprofit,Suburb,1159,48080,0,1,0,1,1,0,1,1,1,1,1,1,49800,405.9,29,52.23,26,1536,1714,2.75,1-Feb-19
IL,238,Illinois Institute of Technology,Chicago,60616,www.iit.edu,41.833801,-87.628346,0.506,Private nonprofit,City,1266,51572,0,0,1,1,0,1,1,1,1,1,1,0,66500,370,25,52.6,28,3046,210116,7.7,1-Aug-19
FL,239,Rollins College,Winter Park,32789-4499,www.rollins.edu,28.591992,-81.348716,0.5729,Private nonprofit,Suburb,NULL,57686,0,1,0,1,1,0,1,1,1,1,1,1,44200,540.5,35,49.14,NULL,2670,2214,7.42,15-Feb-19
TN,240,The University of Tennessee-Knoxville,Knoxville,37996,www.utk.edu,35.955093,-83.929696,0.7483,Public,City,1198,27450,1,1,1,1,1,1,1,1,1,1,1,1,47600,608.4,45,39.96,27,21396,25726,13.86,1-Jun-19
SC,241,Presbyterian College,Clinton,29325,https://www.presby.edu,34.465697,-81.874408,0.5372,Private nonprofit,Town,1090,46378,0,0,0,1,1,0,1,1,1,1,1,1,41300,497.7,38,47.06,24,1032,930,10.75,30-Jun-19
AR,242,University of Arkansas,Fayetteville,72701,www.uark.edu,36.06153,-94.178214,0.6204,Public,City,1155,20350,1,1,1,1,1,1,1,1,1,1,2,1,44500,480.1,47,38.22,26,21405,8100,9.83,1-Aug-19
CA,243,University of California-Riverside,Riverside,92521,WWW.UCR.EDU,33.97588,-117.331098,0.5829,Public,City,1128,30174,0,1,0,1,0,1,1,1,1,1,1,1,43500,396.1,10,59.96,25,18784,23944,7.41,30-Nov-18
IN,244,Taylor University,Upland,46989-1001,https://www.taylor.edu,40.458382,-85.496906,0.8803,Private nonprofit,Town,1184,39699,0,1,0,1,1,1,1,1,1,1,2,1,36000,365.3,40,45.94,27,1855,4784,8.65,1-Jun-19
SC,245,Citadel Military College of South Carolina,Charleston,29409,www.citadel.edu,32.796975,-79.961399,0.7554,Public,City,1073,25442,0,0,0,1,1,1,1,1,1,1,1,1,50000,497.7,38,47.06,23,2688,7154,5.4,1-Jun-19
AR,246,Imagine-Paul Mitchell Partner School,North Little Rock,72117,www.pmlittlerock.com,34.791306,-92.221304,NULL,Private for-profit,City,NULL,NA,0,0,0,0,0,0,0,0,0,0,0,0,PrivacySuppressed,480.1,47,38.22,NULL,398,7510,11.05,1-Jun-19
NJ,247,Drew University,Madison,7940,www.drew.edu,40.757026,-74.425825,0.7017,Private nonprofit,Suburb,1118,58700,0,1,0,1,0,0,1,1,1,1,1,1,45800,261.2,20,56.82,25,1356,142,0.88,15-Feb-19
VA,248,University of Mary Washington,Fredericksburg,22401-5300,www.umw.edu,38.302206,-77.474392,0.7672,Public,Suburb,1114,23371,0,0,0,1,0,0,1,1,1,1,1,1,46700,196.2,21,56.61,25,4101,2590,8.8,1-Feb-19
TX,249,University of Dallas,Irving,75062-4736,www.udallas.edu,32.846202,-96.921573,0.8513,Private nonprofit,City,1211,48274,0,0,0,1,1,0,1,1,1,1,1,1,44600,405.9,29,52.23,27,1324,13020,5.51,1-Mar-19
NY,250,CUNY Queens College,Queens,11367,www.qc.cuny.edu,40.737771,-73.815387,0.3982,Public,City,1090,14465,0,1,0,1,1,0,1,1,1,1,1,1,44600,381.8,26,52.54,NULL,14842,359896,4.21,1-Jun-19
AZ,251,Arizona State University-Tempe,Tempe,85287,www.asu.edu/,33.422247,-111.934629,0.8433,Public,City,1145,22312,0,1,1,1,1,1,1,1,1,2,1,1,46600,399.9,31,51.51,25,39316,16726,9.53,1-Jun-19
IL,252,Loyola University Chicago,Chicago,60660,www.luc.edu,41.999161,-87.657399,0.6334,Private nonprofit,City,1212,48958,0,1,0,2,1,0,1,1,2,1,2,1,51800,370,25,52.6,27,10042,210116,7.7,1-Jun-19
IL,253,DePaul University,Chicago,60604,www.depaul.edu,41.923332,-87.654116,0.6988,Private nonprofit,City,NULL,48173,0,1,1,2,1,0,1,1,1,1,1,1,49700,370,25,52.6,NULL,15858,210116,7.7,1-Feb-19
TX,254,Austin College,Sherman,75090-4400,www.austincollege.edu,33.646307,-96.598772,0.5438,Private nonprofit,City,1159,47404,0,1,0,1,0,0,1,1,1,1,1,1,43900,405.9,29,52.23,25,1272,2738,6.79,1-Mar-19
PA,255,Washington & Jefferson College,Washington,15301,www.washjeff.edu,40.171898,-80.240388,0.4165,Private nonprofit,Suburb,NULL,51369,0,1,0,1,1,0,1,1,1,1,1,1,48200,314.1,34,49.98,NULL,1323,24124,7.86,1-Mar-19
OH,256,John Carroll University,University Heights,44118-4581,sites.jcu.edu/,41.488978,-81.533103,0.8291,Private nonprofit,Suburb,1116,46851,0,1,0,1,1,1,1,1,1,1,1,1,48300,284.9,39,46.04,25,3069,607,4.62,1-Feb-19
RI,257,Bryant University,Smithfield,02917-1291,www.bryant.edu,41.920149,-71.539147,0.7508,Private nonprofit,Suburb,NULL,52507,0,1,0,1,0,0,1,1,1,1,1,1,60300,219.2,27,52.37,NULL,3302,494,2.29,1-Feb-19
PA,258,Allegheny College,Meadville,16335-3902,www.allegheny.edu,41.648068,-80.146922,0.7177,Private nonprofit,Town,1170,51883,0,1,0,1,0,1,1,1,1,1,0,1,44800,314.1,34,49.98,26,1968,598,4.53,15-Feb-19
MD,259,Goucher College,Baltimore,21204-2794,www.goucher.edu,39.410175,-76.594843,0.7569,Private nonprofit,City,NULL,52462,0,1,0,1,1,0,1,1,1,1,1,1,42400,446.1,23,55.14,NULL,1463,80966,13.03,1-Jun-19
GA,260,Agnes Scott College,Decatur,30030-3770,www.agnesscott.edu,33.769996,-84.29563,0.6772,Private nonprofit,Suburb,NULL,46124,0,0,0,0,0,0,1,1,1,1,1,1,39600,377.3,37,47.43,NULL,802,1479,7.17,1-Jun-19
NY,261,CUNY Brooklyn College,Brooklyn,11210,www.brooklyn.cuny.edu,40.631912,-73.95312,0.3533,Public,City,1085,15117,0,1,0,1,1,0,1,1,1,1,1,1,41400,381.8,26,52.54,NULL,12925,359896,4.21,1-Jun-19
GA,262,Spelman College,Atlanta,30314-4399,www.spelman.edu,33.74519,-84.410118,0.54,Private nonprofit,City,1005,42739,0,1,0,1,1,1,1,1,1,1,0,1,41800,377.3,37,47.43,22,2135,61348,13.2,1-Feb-19
NY,263,CUNY Hunter College,New York,10065,www.hunter.cuny.edu,40.768669,-73.964795,0.3467,Public,City,1160,15198,0,1,0,1,1,0,1,1,1,1,1,1,43100,381.8,26,52.54,NULL,15778,359896,4.21,15-Mar-19
NE,264,Nebraska Wesleyan University,Lincoln,68504-2794,www.nebrwesleyan.edu/,40.838789,-96.648414,0.7814,Private nonprofit,City,1124,38668,0,0,0,1,1,0,1,1,1,1,1,1,43100,280.4,8,60.65,25,1803,19923,7.2,15-Aug-19
MD,265,Washington College,Chestertown,21620-1438,www.washcoll.edu,39.217329,-76.06878,0.5566,Private nonprofit,Town,NULL,54067,0,1,0,1,0,0,1,1,1,1,1,1,46700,446.1,23,55.14,NULL,1408,326,6.4,15-Feb-19
PA,266,Duquesne University,Pittsburgh,15282,www.duq.edu,40.437496,-79.993046,0.7306,Private nonprofit,City,1144,43963,0,1,0,2,1,0,1,1,1,1,2,1,60300,314.1,34,49.98,26,5969,24124,7.86,1-Jul-19
WA,267,Seattle Pacific University,Seattle,98119-1997,www.spu.edu,47.649338,-122.362923,0.834,Private nonprofit,City,1140,47389,0,0,0,1,1,1,1,1,1,1,1,1,44000,285.2,12,59.26,25,3253,83694,12.24,1-Feb-19
NY,268,Siena College,Loudonville,12211-1462,www.siena.edu,42.718586,-73.75153,0.6586,Private nonprofit,Suburb,1127,47265,0,0,0,1,0,0,1,1,1,1,1,1,50500,381.8,26,52.54,25,3085,8008,8.11,15-Feb-19
CO,269,Colorado State University-Fort Collins,Fort Collins,80523-0100,www.colostate.edu,40.574759,-105.08083,0.8048,Public,City,1128,22929,2,1,1,1,1,1,1,1,1,1,1,1,43600,309.1,5,61.59,25,22373,8656,5.42,1-Feb-19
MA,270,Simmons College,Boston,02115-5898,www.simmons.edu,42.3393,-71.099967,0.5216,Private nonprofit,City,1170,52348,1,1,0,1,1,0,1,1,1,1,1,1,51000,391.4,16,57.42,26,1598,40220,6.05,1-Feb-19
NJ,271,Seton Hall University,South Orange,07079-2697,www.shu.edu,40.742859,-74.248753,0.7554,Private nonprofit,Suburb,1133,48457,0,1,0,1,1,0,1,1,1,1,1,1,53400,261.2,20,56.82,25,5609,608,3.71,1-Jun-19
WA,272,Pacific Lutheran University,Tacoma,98447-0003,www.plu.edu,47.145494,-122.445372,0.7501,Private nonprofit,Suburb,1115,46717,0,1,0,1,1,1,1,1,1,1,1,1,44900,285.2,12,59.26,26,2874,29518,14.27,1-Jun-19